ID,isDelinquent,term,gender,purpose,home_ownership,age,FICO
10285,0,36 months,Female,Personal,Mortgage,>25,>500
10286,0,36 months,Male,Personal,Rent,20-25,300-500
10287,1,36 months,Female,Other,Mortgage,>25,300-500
10288,1,36 months,Male,House,Mortgage,>25,>500
10289,1,36 months,Female,House,Rent,>25,300-500
10290,0,36 months,Female,Car,Own,20-25,300-500
10291,1,36 months,Male,Other,Rent,>25,>500
10292,1,36 months,Female,House,Rent,>25,300-500
10293,0,36 months,Female,Wedding,Rent,>25,>500
10294,1,36 months,Female,Other,Mortgage,20-25,300-500
10295,1,36 months,Male,Car,Mortgage,20-25,300-500
10296,1,36 months,Female,Other,Mortgage,>25,300-500
10297,0,36 months,Male,House,Rent,20-25,>500
10298,1,36 months,Male,Car,Rent,20-25,300-500
10299,1,36 months,Male,House,Mortgage,20-25,300-500
10300,1,36 months,Male,House,Rent,>25,>500
10301,1,36 months,Male,House,Mortgage,>25,>500
10302,1,36 months,Male,House,Rent,20-25,300-500
10303,0,36 months,Male,House,Own,>25,>500
10304,1,36 months,Male,House,Mortgage,20-25,>500
10305,1,36 months,Male,House,Rent,>25,>500
10306,1,36 months,Male,House,Mortgage,>25,>500
10307,1,36 months,Male,House,Rent,20-25,300-500
10308,0,36 months,Female,House,Mortgage,>25,>500
10309,1,36 months,Male,Car,Mortgage,20-25,300-500
10310,1,36 months,Male,House,Mortgage,20-25,300-500
10311,1,36 months,Male,House,Mortgage,>25,>500
10312,0,36 months,Male,Car,Mortgage,>25,>500
10313,0,36 months,Female,Personal,Own,>25,>500
10314,1,36 months,Male,Personal,Mortgage,20-25,300-500
10315,1,36 months,Male,Personal,Mortgage,>25,>500
10316,1,36 months,Male,Car,Rent,>25,>500
10317,1,36 months,Male,Car,Rent,20-25,300-500
10318,1,36 months,Female,Car,Mortgage,>25,300-500
10319,0,60 months,Male,Medical,Mortgage,>25,>500
10320,0,36 months,Female,House,Rent,20-25,>500
10321,1,36 months,Female,House,Mortgage,>25,300-500
10322,0,60 months,Male,House,Mortgage,>25,>500
10323,1,36 months,Male,House,Mortgage,20-25,300-500
10324,1,36 months,Male,Personal,Rent,20-25,300-500
10325,1,36 months,Male,Car,Rent,>25,>500
10326,1,36 months,Female,Car,Mortgage,20-25,300-500
10327,1,36 months,Male,House,Rent,20-25,300-500
10328,1,36 months,Female,House,Rent,>25,300-500
10329,1,36 months,Male,House,Rent,>25,>500
10330,1,36 months,Female,House,Own,>25,300-500
10331,0,36 months,Male,House,Mortgage,20-25,>500
10332,1,36 months,Male,House,Rent,20-25,300-500
10333,1,36 months,Male,House,Rent,>25,>500
10334,1,36 months,Female,House,Mortgage,>25,300-500
10335,1,36 months,Female,Wedding,Own,>25,300-500
10336,1,36 months,Male,Car,Rent,20-25,300-500
10337,1,36 months,Female,House,Own,>25,300-500
10338,1,36 months,Male,Car,Mortgage,20-25,300-500
10339,0,60 months,Male,House,Mortgage,>25,300-500
10340,1,36 months,Male,Car,Mortgage,20-25,300-500
10341,1,36 months,Male,Car,Rent,20-25,300-500
10342,1,36 months,Male,House,Mortgage,20-25,300-500
10343,1,36 months,Male,Car,Rent,>25,>500
10344,1,36 months,Male,House,Mortgage,>25,>500
10345,0,60 months,Male,Car,Mortgage,>25,300-500
10346,0,36 months,Male,Personal,Mortgage,20-25,>500
10347,1,36 months,Male,House,Rent,20-25,300-500
10348,1,36 months,Female,Car,Rent,>25,300-500
10349,1,36 months,Female,House,Mortgage,>25,300-500
10350,1,36 months,Female,House,Mortgage,>25,300-500
10351,1,36 months,Female,Personal,Mortgage,>25,>500
10352,1,36 months,Female,House,Mortgage,>25,300-500
10353,1,36 months,Female,House,Rent,>25,300-500
10354,1,36 months,Male,House,Rent,20-25,300-500
10355,1,36 months,Male,Car,Mortgage,20-25,300-500
10356,1,36 months,Male,House,Rent,>25,>500
10357,1,36 months,Female,House,Rent,>25,300-500
10358,0,36 months,Female,Other,Rent,>25,>500
10359,1,36 months,Male,Car,Mortgage,20-25,300-500
10360,1,36 months,Male,House,Own,20-25,300-500
10361,1,36 months,Male,House,Rent,20-25,300-500
10362,1,36 months,Male,House,Mortgage,20-25,300-500
10363,1,36 months,Male,House,Mortgage,20-25,300-500
10364,1,60 months,Male,House,Rent,20-25,>500
10365,0,36 months,Male,House,Rent,20-25,>500
10366,1,36 months,Female,House,Mortgage,>25,300-500
10367,1,36 months,Male,House,Rent,20-25,300-500
10368,0,36 months,Female,Car,Rent,>25,>500
10369,1,36 months,Male,Car,Rent,20-25,300-500
10370,0,60 months,Male,House,Mortgage,>25,>500
10371,0,36 months,Female,House,Mortgage,20-25,>500
10372,1,36 months,Male,House,Mortgage,20-25,300-500
10373,1,36 months,Male,House,Mortgage,20-25,300-500
10374,1,36 months,Female,Wedding,Mortgage,>25,300-500
10375,0,36 months,Male,House,Rent,20-25,300-500
10376,0,36 months,Male,Car,Mortgage,20-25,>500
10377,1,36 months,Male,House,Rent,20-25,>500
10378,1,36 months,Male,House,Rent,20-25,300-500
10379,1,36 months,Male,Other,Rent,>25,>500
10380,0,60 months,Male,Car,Rent,>25,>500
10381,1,36 months,Female,House,Mortgage,20-25,>500
10382,1,36 months,Male,House,Rent,20-25,300-500
10383,0,36 months,Male,Car,Mortgage,20-25,>500
10384,1,36 months,Male,Car,Mortgage,>25,>500
10385,1,36 months,Female,House,Mortgage,>25,>500
10386,1,36 months,Male,House,Rent,20-25,300-500
10387,1,36 months,Female,House,Rent,>25,300-500
10388,1,36 months,Male,Car,Mortgage,>25,>500
10389,1,36 months,Male,House,Rent,>25,>500
10390,1,36 months,Male,House,Mortgage,>25,>500
10391,1,36 months,Male,House,Rent,20-25,300-500
10392,1,36 months,Male,House,Rent,20-25,300-500
10393,0,60 months,Male,House,Rent,>25,300-500
10394,0,36 months,Female,Car,Mortgage,20-25,>500
10395,1,36 months,Female,Personal,Mortgage,>25,300-500
10396,1,36 months,Male,Other,Rent,20-25,300-500
10397,0,36 months,Female,Car,Rent,20-25,>500
10398,1,36 months,Male,House,Rent,20-25,300-500
10399,0,36 months,Male,House,Rent,>25,>500
10400,1,36 months,Male,House,Mortgage,20-25,300-500
10401,1,36 months,Female,House,Mortgage,20-25,300-500
10402,0,36 months,Female,House,Mortgage,>25,>500
10403,1,36 months,Female,Personal,Mortgage,>25,300-500
10404,1,36 months,Male,House,Rent,>25,>500
10405,1,36 months,Male,House,Own,>25,>500
10406,1,36 months,Female,Medical,Mortgage,>25,300-500
10407,0,36 months,Female,Car,Rent,>25,>500
10408,1,36 months,Male,Car,Mortgage,>25,>500
10409,0,60 months,Male,Car,Own,>25,300-500
10410,0,36 months,Female,Other,Mortgage,>25,>500
10411,1,36 months,Male,House,Rent,20-25,300-500
10412,1,36 months,Female,House,Mortgage,>25,300-500
10413,0,36 months,Male,Car,Rent,>25,>500
10414,1,36 months,Male,Car,Rent,20-25,300-500
10415,1,36 months,Female,House,Mortgage,20-25,300-500
10416,0,36 months,Male,Car,Rent,20-25,300-500
10417,1,36 months,Male,House,Mortgage,20-25,300-500
10418,1,36 months,Female,House,Rent,20-25,>500
10419,0,36 months,Female,House,Rent,>25,>500
10420,0,36 months,Female,House,Mortgage,20-25,>500
10421,1,36 months,Male,House,Mortgage,20-25,300-500
10422,1,36 months,Male,Personal,Mortgage,20-25,300-500
10423,1,36 months,Male,Other,Mortgage,20-25,300-500
10424,0,36 months,Female,House,Rent,>25,>500
10425,1,36 months,Female,House,Mortgage,20-25,300-500
10426,1,36 months,Male,Car,Mortgage,20-25,300-500
10427,0,36 months,Male,House,Rent,20-25,300-500
10428,0,60 months,Male,House,Mortgage,20-25,>500
10429,1,36 months,Male,House,Rent,20-25,300-500
10430,1,36 months,Male,House,Rent,20-25,300-500
10431,1,36 months,Male,Personal,Mortgage,20-25,300-500
10432,1,60 months,Male,House,Mortgage,20-25,>500
10433,1,36 months,Male,Other,Mortgage,20-25,300-500
10434,0,36 months,Male,House,Own,20-25,300-500
10435,1,36 months,Male,Other,Mortgage,>25,>500
10436,1,36 months,Male,Wedding,Rent,20-25,>500
10437,1,36 months,Female,House,Rent,>25,300-500
10438,1,36 months,Male,House,Mortgage,>25,>500
10439,1,60 months,Male,House,Rent,20-25,>500
10440,0,36 months,Female,House,Mortgage,>25,>500
10441,0,36 months,Female,Car,Mortgage,>25,>500
10442,1,36 months,Male,Personal,Mortgage,>25,>500
10443,1,36 months,Male,House,Mortgage,20-25,300-500
10444,0,36 months,Male,House,Mortgage,>25,>500
10445,0,36 months,Male,House,Mortgage,20-25,>500
10446,1,36 months,Female,House,Rent,>25,300-500
10447,0,36 months,Male,House,Mortgage,20-25,300-500
10448,1,36 months,Female,House,Mortgage,20-25,300-500
10449,0,36 months,Female,Car,Mortgage,20-25,>500
10450,0,36 months,Male,House,Mortgage,20-25,>500
10451,1,36 months,Male,House,Mortgage,20-25,300-500
10452,0,36 months,Male,House,Own,20-25,300-500
10453,0,36 months,Female,House,Rent,>25,>500
10454,1,36 months,Female,Car,Rent,>25,300-500
10455,1,36 months,Female,House,Rent,>25,300-500
10456,0,36 months,Female,House,Mortgage,>25,>500
10457,1,36 months,Female,House,Rent,>25,300-500
10458,1,36 months,Male,Medical,Mortgage,20-25,300-500
10459,1,36 months,Male,House,Mortgage,>25,>500
10460,1,36 months,Male,Wedding,Rent,20-25,300-500
10461,1,36 months,Male,House,Rent,>25,>500
10462,1,36 months,Male,House,Mortgage,20-25,300-500
10463,1,36 months,Male,House,Mortgage,20-25,300-500
10464,1,36 months,Female,House,Mortgage,>25,300-500
10465,1,36 months,Female,Personal,Rent,>25,300-500
10466,1,36 months,Male,House,Rent,20-25,300-500
10467,0,60 months,Male,House,Rent,>25,>500
10468,1,36 months,Male,House,Rent,20-25,300-500
10469,0,36 months,Male,House,Rent,20-25,>500
10470,1,36 months,Female,House,Rent,>25,300-500
10471,1,36 months,Male,House,Rent,20-25,300-500
10472,1,36 months,Male,House,Rent,>25,>500
10473,0,60 months,Male,House,Rent,20-25,>500
10474,0,36 months,Female,House,Rent,20-25,300-500
10475,1,36 months,Female,House,Mortgage,20-25,300-500
10476,1,36 months,Male,House,Mortgage,20-25,300-500
10477,1,36 months,Male,House,Rent,20-25,300-500
10478,1,36 months,Female,Personal,Mortgage,>25,300-500
10479,1,36 months,Female,Other,Rent,20-25,300-500
10480,1,36 months,Female,House,Rent,>25,300-500
10481,1,36 months,Male,House,Mortgage,>25,>500
10482,1,36 months,Female,Car,Rent,>25,300-500
10483,0,36 months,Female,Medical,Mortgage,>25,>500
10484,1,36 months,Male,House,Own,20-25,300-500
10485,1,36 months,Male,House,Rent,20-25,300-500
10486,1,36 months,Male,Car,Rent,20-25,300-500
10487,1,36 months,Female,House,Rent,20-25,300-500
10488,0,36 months,Female,Car,Rent,>25,>500
10489,1,36 months,Female,House,Mortgage,>25,300-500
10490,1,36 months,Male,House,Mortgage,20-25,300-500
10491,1,36 months,Male,House,Mortgage,>25,>500
10492,1,36 months,Female,Other,Mortgage,>25,300-500
10493,1,36 months,Male,Personal,Mortgage,>25,>500
10494,1,36 months,Male,Car,Rent,20-25,300-500
10495,1,36 months,Male,Personal,Rent,>25,>500
10496,0,36 months,Female,Other,Own,>25,>500
10497,1,36 months,Female,Car,Mortgage,>25,300-500
10498,1,36 months,Male,House,Rent,20-25,300-500
10499,0,36 months,Female,House,Own,>25,>500
10500,1,36 months,Male,House,Mortgage,20-25,300-500
10501,1,36 months,Female,Other,Rent,20-25,>500
10502,1,36 months,Male,House,Own,20-25,300-500
10503,1,36 months,Male,Car,Rent,20-25,300-500
10504,1,36 months,Female,House,Rent,>25,300-500
10505,1,36 months,Male,House,Mortgage,20-25,300-500
10506,1,36 months,Male,House,Mortgage,>25,>500
10507,1,36 months,Female,Medical,Own,>25,>500
10508,0,60 months,Male,House,Mortgage,>25,>500
10509,1,36 months,Female,House,Mortgage,>25,300-500
10510,1,36 months,Male,House,Own,>25,>500
10511,0,60 months,Male,Medical,Rent,20-25,>500
10512,1,36 months,Male,House,Mortgage,20-25,300-500
10513,1,36 months,Female,House,Rent,>25,300-500
10514,1,36 months,Female,Personal,Mortgage,20-25,300-500
10515,0,36 months,Female,Car,Rent,>25,>500
10516,0,36 months,Male,House,Rent,>25,>500
10517,0,36 months,Female,House,Own,20-25,300-500
10518,1,36 months,Male,House,Mortgage,20-25,300-500
10519,1,36 months,Male,Other,Mortgage,20-25,300-500
10520,1,36 months,Male,House,Rent,20-25,300-500
10521,1,36 months,Male,House,Rent,20-25,300-500
10522,1,36 months,Male,House,Mortgage,>25,>500
10523,0,36 months,Female,House,Rent,>25,>500
10524,1,36 months,Female,Other,Mortgage,>25,300-500
10525,1,36 months,Male,House,Rent,20-25,>500
10526,1,36 months,Female,House,Rent,>25,300-500
10527,1,36 months,Female,House,Rent,>25,300-500
10528,1,36 months,Male,House,Rent,20-25,300-500
10529,0,60 months,Male,House,Rent,>25,300-500
10530,1,36 months,Male,Medical,Mortgage,20-25,300-500
10531,1,36 months,Female,House,Mortgage,20-25,300-500
10532,0,36 months,Male,House,Mortgage,20-25,300-500
10533,0,36 months,Female,Wedding,Mortgage,>25,>500
10534,1,36 months,Male,Car,Rent,>25,>500
10535,1,60 months,Male,House,Mortgage,20-25,>500
10536,0,36 months,Female,Personal,Mortgage,20-25,>500
10537,0,36 months,Female,Car,Rent,20-25,300-500
10538,0,36 months,Female,House,Mortgage,20-25,>500
10539,1,36 months,Male,House,Rent,20-25,300-500
10540,1,36 months,Female,House,Mortgage,>25,>500
10541,1,36 months,Female,House,Mortgage,>25,300-500
10542,1,36 months,Female,House,Own,>25,>500
10543,1,36 months,Male,House,Rent,>25,>500
10544,1,36 months,Male,Car,Rent,20-25,300-500
10545,1,36 months,Male,Car,Rent,20-25,300-500
10546,1,36 months,Female,House,Rent,>25,300-500
10547,1,36 months,Male,Car,Rent,20-25,300-500
10548,0,36 months,Female,House,Own,>25,>500
10549,1,36 months,Female,Car,Own,>25,300-500
10550,0,36 months,Male,House,Rent,>25,>500
10551,1,36 months,Male,House,Rent,20-25,300-500
10552,1,36 months,Male,Personal,Own,20-25,300-500
10553,0,60 months,Male,House,Mortgage,>25,>500
10554,1,36 months,Male,Car,Rent,>25,>500
10555,0,36 months,Female,House,Rent,20-25,>500
10556,1,36 months,Female,Personal,Mortgage,>25,300-500
10557,1,36 months,Male,Wedding,Rent,>25,>500
10558,1,36 months,Female,Car,Mortgage,20-25,>500
10559,0,36 months,Female,House,Rent,20-25,300-500
10560,1,36 months,Male,House,Rent,20-25,300-500
10561,0,36 months,Male,Other,Rent,20-25,>500
10562,0,36 months,Male,House,Mortgage,20-25,>500
10563,0,36 months,Female,Car,Rent,>25,>500
10564,0,36 months,Female,Other,Rent,>25,>500
10565,1,36 months,Female,Other,Rent,>25,300-500
10566,1,36 months,Female,House,Rent,>25,300-500
10567,1,36 months,Male,Personal,Mortgage,20-25,300-500
10568,0,36 months,Male,House,Mortgage,20-25,>500
10569,1,36 months,Female,Wedding,Rent,>25,300-500
10570,1,36 months,Male,Personal,Mortgage,>25,>500
10571,0,36 months,Female,Car,Rent,20-25,>500
10572,1,36 months,Male,House,Mortgage,20-25,300-500
10573,1,36 months,Male,House,Rent,>25,>500
10574,1,36 months,Male,House,Rent,20-25,300-500
10575,1,36 months,Female,Car,Mortgage,>25,300-500
10576,1,36 months,Female,Car,Rent,>25,300-500
10577,1,36 months,Male,House,Rent,>25,>500
10578,0,60 months,Male,other,Mortgage,>25,300-500
10579,0,36 months,Female,Other,Rent,>25,>500
10580,1,36 months,Male,House,Mortgage,20-25,300-500
10581,1,60 months,Male,other,Own,20-25,>500
10582,1,36 months,Male,House,Rent,20-25,300-500
10583,0,36 months,Female,House,Rent,>25,>500
10584,1,36 months,Male,House,Rent,>25,>500
10585,1,36 months,Male,Medical,Rent,20-25,300-500
10586,0,36 months,Male,House,Mortgage,20-25,300-500
10587,0,36 months,Male,House,Rent,20-25,>500
10588,0,36 months,Female,Personal,Mortgage,>25,>500
10589,0,36 months,Female,Other,Mortgage,>25,>500
10590,1,36 months,Male,Medical,Mortgage,>25,>500
10591,1,36 months,Female,Personal,Own,20-25,>500
10592,1,36 months,Male,House,Mortgage,>25,>500
10593,1,36 months,Male,House,Mortgage,20-25,300-500
10594,1,36 months,Female,Personal,Mortgage,20-25,>500
10595,1,36 months,Male,House,Rent,>25,>500
10596,1,36 months,Male,House,Rent,20-25,300-500
10597,0,36 months,Female,House,Mortgage,>25,>500
10598,1,36 months,Female,Car,Mortgage,>25,>500
10599,1,36 months,Female,House,Mortgage,>25,300-500
10600,1,36 months,Female,Wedding,Rent,>25,300-500
10601,1,36 months,Male,House,Rent,20-25,300-500
10602,0,36 months,Male,Other,Own,>25,>500
10603,1,36 months,Male,Car,Rent,20-25,300-500
10604,0,36 months,Female,Personal,Mortgage,>25,>500
10605,1,36 months,Male,House,Mortgage,20-25,300-500
10606,0,36 months,Female,House,Mortgage,>25,>500
10607,1,36 months,Male,Car,Mortgage,20-25,300-500
10608,1,36 months,Male,Car,Rent,20-25,300-500
10609,1,36 months,Male,Wedding,Rent,20-25,300-500
10610,1,36 months,Female,House,Mortgage,>25,>500
10611,1,36 months,Female,Car,Mortgage,20-25,>500
10612,1,36 months,Female,Car,Rent,>25,300-500
10613,1,36 months,Male,House,Rent,20-25,300-500
10614,0,36 months,Female,House,Mortgage,>25,>500
10615,1,36 months,Female,Wedding,Rent,>25,300-500
10616,0,36 months,Male,House,Mortgage,20-25,>500
10617,0,36 months,Female,House,Rent,>25,>500
10618,0,36 months,Female,Other,Mortgage,>25,>500
10619,0,36 months,Female,House,Rent,>25,>500
10620,1,36 months,Female,House,Mortgage,>25,>500
10621,0,36 months,Female,House,Mortgage,>25,>500
10622,1,36 months,Male,House,Mortgage,20-25,300-500
10623,1,36 months,Female,House,Rent,20-25,300-500
10624,1,36 months,Female,Car,Mortgage,>25,>500
10625,0,36 months,Male,House,Mortgage,20-25,300-500
10626,0,36 months,Female,Personal,Mortgage,20-25,>500
10627,1,36 months,Female,House,Mortgage,>25,300-500
10628,1,36 months,Female,House,Mortgage,>25,300-500
10629,0,36 months,Male,House,Mortgage,20-25,300-500
10630,1,36 months,Male,Wedding,Rent,20-25,300-500
10631,1,36 months,Female,Wedding,Mortgage,20-25,300-500
10632,0,36 months,Male,House,Rent,20-25,300-500
10633,1,60 months,Male,other,Mortgage,20-25,>500
10634,1,36 months,Male,House,Own,>25,>500
10635,1,36 months,Male,Wedding,Rent,20-25,300-500
10636,1,36 months,Female,House,Mortgage,>25,300-500
10637,0,36 months,Male,Car,Rent,>25,>500
10638,0,36 months,Male,Other,Own,>25,>500
10639,0,60 months,Male,House,Rent,>25,>500
10640,1,36 months,Female,Car,Mortgage,>25,300-500
10641,1,36 months,Male,House,Mortgage,>25,>500
10642,1,36 months,Male,House,Mortgage,20-25,300-500
10643,1,36 months,Male,Other,Mortgage,20-25,>500
10644,1,36 months,Female,House,Mortgage,>25,300-500
10645,1,36 months,Male,House,Rent,20-25,300-500
10646,1,36 months,Female,House,Rent,>25,>500
10647,0,60 months,Male,House,Mortgage,>25,300-500
10648,1,36 months,Male,House,Mortgage,20-25,>500
10649,1,36 months,Male,Other,Rent,>25,>500
10650,1,36 months,Male,House,Mortgage,20-25,>500
10651,1,36 months,Male,House,Mortgage,20-25,300-500
10652,0,36 months,Male,Personal,Mortgage,20-25,>500
10653,0,36 months,Female,Personal,Own,>25,>500
10654,0,36 months,Female,House,Rent,>25,>500
10655,1,36 months,Male,House,Rent,20-25,>500
10656,1,36 months,Male,House,Own,>25,>500
10657,0,36 months,Female,House,Own,20-25,>500
10658,1,36 months,Male,Car,Mortgage,>25,>500
10659,0,36 months,Male,House,Own,20-25,300-500
10660,0,36 months,Female,House,Rent,>25,>500
10661,1,36 months,Male,House,Rent,>25,>500
10662,1,36 months,Female,Car,Mortgage,>25,300-500
10663,0,36 months,Female,House,Rent,>25,>500
10664,0,36 months,Female,Car,Rent,>25,>500
10665,0,36 months,Female,Car,Rent,>25,>500
10666,1,36 months,Male,Car,Rent,20-25,300-500
10667,0,36 months,Male,House,Rent,20-25,>500
10668,0,36 months,Female,House,Mortgage,20-25,>500
10669,1,60 months,Male,House,Rent,20-25,>500
10670,1,36 months,Male,Car,Mortgage,20-25,300-500
10671,1,36 months,Male,Other,Mortgage,>25,>500
10672,1,36 months,Female,House,Rent,>25,>500
10673,0,60 months,Male,House,Rent,>25,>500
10674,1,36 months,Male,House,Rent,>25,>500
10675,0,36 months,Female,House,Mortgage,>25,>500
10676,0,36 months,Female,Car,Mortgage,>25,>500
10677,0,36 months,Female,Wedding,Rent,20-25,>500
10678,0,36 months,Female,House,Mortgage,20-25,>500
10679,1,36 months,Male,Personal,Mortgage,20-25,300-500
10680,1,36 months,Female,House,Mortgage,>25,300-500
10681,1,36 months,Male,House,Mortgage,20-25,300-500
10682,1,36 months,Female,House,Rent,>25,300-500
10683,1,36 months,Male,House,Mortgage,>25,>500
10684,1,36 months,Male,House,Rent,20-25,300-500
10685,1,36 months,Male,House,Mortgage,>25,>500
10686,1,36 months,Male,House,Mortgage,20-25,300-500
10687,1,36 months,Male,Personal,Mortgage,>25,>500
10688,1,36 months,Male,House,Rent,20-25,300-500
10689,0,36 months,Male,Car,Mortgage,20-25,300-500
10690,0,60 months,Male,Personal,Mortgage,>25,300-500
10691,1,36 months,Female,House,Mortgage,>25,300-500
10692,1,36 months,Female,House,Rent,>25,300-500
10693,1,36 months,Female,House,Rent,>25,300-500
10694,0,36 months,Female,House,Rent,20-25,>500
10695,1,36 months,Male,House,Mortgage,>25,>500
10696,0,36 months,Female,House,Rent,>25,>500
10697,0,36 months,Female,House,Own,20-25,300-500
10698,1,36 months,Male,Other,Mortgage,20-25,300-500
10699,1,36 months,Male,House,Mortgage,20-25,300-500
10700,1,36 months,Male,House,Mortgage,20-25,300-500
10701,0,36 months,Female,House,Rent,>25,>500
10702,0,36 months,Female,House,Mortgage,>25,>500
10703,1,36 months,Female,House,Rent,20-25,>500
10704,1,36 months,Female,House,Rent,>25,300-500
10705,1,36 months,Male,House,Rent,20-25,300-500
10706,1,36 months,Male,House,Rent,20-25,300-500
10707,0,36 months,Female,House,Mortgage,>25,>500
10708,1,36 months,Male,House,Mortgage,20-25,300-500
10709,1,36 months,Male,House,Mortgage,20-25,300-500
10710,1,36 months,Male,House,Mortgage,20-25,300-500
10711,1,36 months,Female,House,Mortgage,>25,300-500
10712,1,36 months,Male,Car,Own,20-25,300-500
10713,1,36 months,Female,House,Rent,>25,300-500
10714,1,36 months,Male,House,Rent,20-25,300-500
10715,0,36 months,Male,Personal,Mortgage,20-25,>500
10716,1,60 months,Male,House,Own,20-25,>500
10717,1,36 months,Female,House,Mortgage,>25,300-500
10718,1,36 months,Female,Wedding,Mortgage,>25,300-500
10719,1,36 months,Female,House,Mortgage,>25,300-500
10720,1,36 months,Male,House,Mortgage,20-25,300-500
10721,0,36 months,Female,House,Rent,>25,>500
10722,0,36 months,Male,House,Rent,>25,>500
10723,1,36 months,Male,House,Mortgage,>25,>500
10724,1,60 months,Male,Medical,Own,20-25,>500
10725,1,36 months,Male,House,Rent,20-25,300-500
10726,1,36 months,Male,House,Mortgage,20-25,300-500
10727,0,36 months,Female,House,Rent,>25,>500
10728,1,36 months,Male,House,Mortgage,20-25,300-500
10729,0,36 months,Female,House,Mortgage,>25,>500
10730,1,36 months,Female,House,Mortgage,>25,>500
10731,1,36 months,Female,Wedding,Mortgage,>25,300-500
10732,1,36 months,Female,House,Mortgage,20-25,300-500
10733,1,36 months,Male,House,Mortgage,20-25,300-500
10734,1,36 months,Male,Personal,Mortgage,20-25,>500
10735,1,36 months,Male,House,Mortgage,>25,>500
10736,0,36 months,Female,Personal,Mortgage,20-25,>500
10737,1,36 months,Female,House,Mortgage,20-25,300-500
10738,1,36 months,Male,Car,Rent,20-25,300-500
10739,1,36 months,Female,Personal,Rent,>25,300-500
10740,1,36 months,Female,House,Rent,>25,300-500
10741,1,36 months,Female,Personal,Mortgage,>25,300-500
10742,1,36 months,Female,House,Rent,>25,300-500
10743,1,36 months,Female,House,Mortgage,>25,300-500
10744,1,36 months,Male,House,Rent,20-25,>500
10745,1,36 months,Male,House,Rent,>25,>500
10746,0,60 months,Male,House,Rent,>25,300-500
10747,1,36 months,Female,House,Rent,20-25,>500
10748,1,36 months,Male,House,Mortgage,20-25,300-500
10749,1,36 months,Male,Car,Rent,20-25,>500
10750,1,36 months,Female,Other,Rent,>25,300-500
10751,0,36 months,Female,Wedding,Rent,20-25,>500
10752,1,36 months,Male,Car,Rent,20-25,300-500
10753,1,36 months,Female,Car,Own,>25,300-500
10754,0,36 months,Female,House,Rent,>25,>500
10755,0,36 months,Male,Wedding,Rent,>25,>500
10756,1,36 months,Male,House,Mortgage,>25,>500
10757,1,36 months,Female,Car,Rent,>25,300-500
10758,1,36 months,Female,House,Rent,20-25,300-500
10759,1,36 months,Male,House,Own,20-25,300-500
10760,0,36 months,Female,House,Mortgage,>25,>500
10761,1,36 months,Male,House,Rent,20-25,300-500
10762,0,36 months,Male,Other,Rent,20-25,300-500
10763,1,36 months,Male,House,Mortgage,20-25,300-500
10764,0,36 months,Female,House,Mortgage,20-25,>500
10765,0,36 months,Male,Other,Own,>25,>500
10766,1,36 months,Male,House,Rent,>25,>500
10767,1,36 months,Male,Car,Mortgage,20-25,300-500
10768,1,36 months,Female,House,Rent,>25,300-500
10769,1,36 months,Female,Personal,Rent,>25,300-500
10770,1,36 months,Male,Car,Mortgage,20-25,>500
10771,1,36 months,Male,Car,Mortgage,20-25,300-500
10772,1,36 months,Male,Car,Mortgage,20-25,300-500
10773,0,36 months,Male,House,Rent,20-25,300-500
10774,0,36 months,Male,House,Mortgage,20-25,>500
10775,0,36 months,Male,House,Rent,20-25,300-500
10776,1,36 months,Female,House,Rent,>25,300-500
10777,0,36 months,Female,House,Mortgage,>25,>500
10778,1,36 months,Male,House,Own,20-25,300-500
10779,1,36 months,Female,House,Rent,20-25,300-500
10780,1,36 months,Male,House,Rent,20-25,300-500
10781,0,36 months,Female,House,Rent,20-25,300-500
10782,1,36 months,Male,Wedding,Rent,20-25,300-500
10783,0,36 months,Female,House,Rent,>25,>500
10784,0,36 months,Male,Personal,Mortgage,>25,>500
10785,0,60 months,Male,House,Mortgage,>25,300-500
10786,1,36 months,Female,House,Rent,>25,300-500
10787,1,36 months,Male,House,Rent,>25,>500
10788,1,36 months,Male,House,Rent,20-25,>500
10789,1,36 months,Male,House,Rent,20-25,300-500
10790,1,36 months,Female,House,Mortgage,>25,>500
10791,1,36 months,Female,House,Mortgage,20-25,300-500
10792,0,36 months,Male,Car,Own,20-25,300-500
10793,1,36 months,Male,House,Rent,20-25,300-500
10794,1,36 months,Female,House,Rent,20-25,300-500
10795,1,36 months,Female,Car,Mortgage,>25,300-500
10796,1,36 months,Female,House,Mortgage,20-25,300-500
10797,0,36 months,Female,Other,Mortgage,>25,>500
10798,0,36 months,Female,House,Mortgage,>25,>500
10799,0,36 months,Female,House,Mortgage,>25,>500
10800,1,36 months,Male,House,Rent,>25,>500
10801,1,36 months,Male,House,Mortgage,>25,>500
10802,1,36 months,Female,House,Rent,20-25,300-500
10803,1,36 months,Male,House,Rent,20-25,300-500
10804,0,36 months,Female,Personal,Rent,20-25,>500
10805,1,36 months,Female,House,Rent,>25,300-500
10806,0,36 months,Female,Personal,Mortgage,>25,>500
10807,1,36 months,Male,Other,Own,20-25,300-500
10808,1,36 months,Female,House,Rent,>25,300-500
10809,1,36 months,Male,House,Rent,20-25,300-500
10810,1,36 months,Male,Personal,Mortgage,>25,>500
10811,0,36 months,Male,House,Rent,20-25,>500
10812,0,36 months,Female,Other,Mortgage,>25,>500
